Restaurant Name,Country Code,City,Locality,Cuisines,Avg_Cost,Currency,Accepts_Table_Booking,Online Delivery,Is delivering now,Switch to order menu,Price range,Aggregate_Rating,Rating_Schema,Rating,Votes,Country,Exchange Rate (to INR),Converted Cost (INR)
Sainte Marie Gastronomia,30,S恚o Paulo,Vila S砬nia,Lebanese,120,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,11,Brazil,17.2,2064.0
Sainte Marie Gastronomia,30,S恚o Paulo,Vila S砬nia,Arabian,120,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,11,Brazil,17.2,2064.0
Austin's BBQ and Oyster Bar,216,Albany,Albany,BBQ,25,Dollar($),No,No,No,No,2,3.3,Orange,Average,35,United States,82.0,2050.0
Austin's BBQ and Oyster Bar,216,Albany,Albany,Burger,25,Dollar($),No,No,No,No,2,3.3,Orange,Average,35,United States,82.0,2050.0
Austin's BBQ and Oyster Bar,216,Albany,Albany,Seafood,25,Dollar($),No,No,No,No,2,3.3,Orange,Average,35,United States,82.0,2050.0
BJ's Country Buffet,216,Albany,Albany,American,10,Dollar($),No,No,No,No,1,3.3,Orange,Average,25,United States,82.0,820.0
BJ's Country Buffet,216,Albany,Albany,BBQ,10,Dollar($),No,No,No,No,1,3.3,Orange,Average,25,United States,82.0,820.0
Cookie Shoppe,216,Albany,Albany,,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,34,United States,82.0,0.0
El Vaquero Mexican Restaurant,216,Albany,Albany,Mexican,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,45,United States,82.0,0.0
Elements Coffee Co - Northwest,216,Albany,Albany,Coffee and Tea,10,Dollar($),No,No,No,No,1,3.4,Orange,Average,26,United States,82.0,820.0
Elements Coffee Co - Northwest,216,Albany,Albany,Sandwich,10,Dollar($),No,No,No,No,1,3.4,Orange,Average,26,United States,82.0,820.0
Pearly's Famous Country Cookng,216,Albany,Albany,,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,36,United States,82.0,0.0
Chick-fil-A,216,Albany,Albany,Fast Food,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,67,United States,82.0,820.0
Guang Zhou Chinese Restaurant,216,Albany,Albany,Asian,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,141,United States,82.0,820.0
Guang Zhou Chinese Restaurant,216,Albany,Albany,Chinese,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,141,United States,82.0,820.0
Guang Zhou Chinese Restaurant,216,Albany,Albany,Vegetarian,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,141,United States,82.0,820.0
Harvest Moon,216,Albany,Albany,Pizza,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,147,United States,82.0,2050.0
Harvest Moon,216,Albany,Albany,Bar Food,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,147,United States,82.0,2050.0
Harvest Moon,216,Albany,Albany,Sandwich,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,147,United States,82.0,2050.0
Henry Campbell's Steakhouse,216,Albany,Albany,Steak,70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,51,United States,82.0,5740.0
Henry Campbell's Steakhouse,216,Albany,Albany,Tapas,70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,51,United States,82.0,5740.0
Henry Campbell's Steakhouse,216,Albany,Albany,Bar Food,70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,51,United States,82.0,5740.0
Hong Kong Cafe,216,Albany,Albany,Chinese,25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,88,United States,82.0,2050.0
Hong Kong Cafe,216,Albany,Albany,Seafood,25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,88,United States,82.0,2050.0
Hong Kong Cafe,216,Albany,Albany,Vegetarian,25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,88,United States,82.0,2050.0
House of China Restaurant II,216,Albany,Albany,Chinese,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,153,United States,82.0,820.0
Jimmie's Hot Dogs,216,Albany,Albany,,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,160,United States,82.0,820.0
Locos Grill & Pub,216,Albany,Albany,American,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,57,United States,82.0,2050.0
Locos Grill & Pub,216,Albany,Albany,Burger,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,57,United States,82.0,2050.0
Locos Grill & Pub,216,Albany,Albany,Sandwich,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,57,United States,82.0,2050.0
Longhorn Steakhouse,216,Albany,Albany,American,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,58,United States,82.0,2050.0
Longhorn Steakhouse,216,Albany,Albany,Steak,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,58,United States,82.0,2050.0
Mikata Japanese Steakhouse,216,Albany,Albany,Japanese,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,115,United States,82.0,3280.0
Mikata Japanese Steakhouse,216,Albany,Albany,Steak,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,115,United States,82.0,3280.0
Mikata Japanese Steakhouse,216,Albany,Albany,Sushi,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,115,United States,82.0,3280.0
Shogun Japanese Steak House,216,Albany,Albany,Japanese,40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,51,United States,82.0,3280.0
Shogun Japanese Steak House,216,Albany,Albany,Steak,40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,51,United States,82.0,3280.0
Shogun Japanese Steak House,216,Albany,Albany,Sushi,40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,51,United States,82.0,3280.0
The Catch Seafood Room & Oyster Bar,216,Albany,Albany,Seafood,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,250,United States,82.0,3280.0
The Catch Seafood Room & Oyster Bar,216,Albany,Albany,Tapas,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,250,United States,82.0,3280.0
The Catch Seafood Room & Oyster Bar,216,Albany,Albany,Bar Food,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,250,United States,82.0,3280.0
Villa Gargano,216,Albany,Albany,Italian,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,117,United States,82.0,820.0
Villa Gargano,216,Albany,Albany,Pizza,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,117,United States,82.0,820.0
3 Squares Diner,216,Albany,Sylvester,American,10,Dollar($),No,No,No,No,1,3.4,Orange,Average,20,United States,82.0,820.0
3 Squares Diner,216,Albany,Sylvester,Breakfast,10,Dollar($),No,No,No,No,1,3.4,Orange,Average,20,United States,82.0,820.0
3 Squares Diner,216,Albany,Sylvester,Diner,10,Dollar($),No,No,No,No,1,3.4,Orange,Average,20,United States,82.0,820.0
Whitebull Hotel,14,Armidale,Armidale,Bar Food,20,Dollar($),No,No,No,No,2,3.5,Yellow,Good,25,Australia,82.0,1640.0
Whitebull Hotel,14,Armidale,Armidale,Steak,20,Dollar($),No,No,No,No,2,3.5,Yellow,Good,25,Australia,82.0,1640.0
Last Resort Grill,216,Athens,Athens,American,40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1821,United States,82.0,3280.0
Last Resort Grill,216,Athens,Athens,Southern,40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1821,United States,82.0,3280.0
Last Resort Grill,216,Athens,Athens,Southwestern,40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1821,United States,82.0,3280.0
Mama's Boy Restaurant,216,Athens,Athens,Southern,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,849,United States,82.0,820.0
Sr. Sol 1,216,Athens,Athens,Mexican,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,917,United States,82.0,820.0
Choo Choo Eastside,216,Athens,Athens,Japanese,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,439,United States,82.0,820.0
Choo Choo Eastside,216,Athens,Athens,Korean,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,439,United States,82.0,820.0
The Grill,216,Athens,Athens,Breakfast,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,289,United States,82.0,820.0
The Grill,216,Athens,Athens,Burger,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,289,United States,82.0,820.0
The Grill,216,Athens,Athens,Sandwich,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,289,United States,82.0,820.0
Big City Bread Cafe,216,Athens,Athens,Breakfast,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,558,United States,82.0,820.0
Big City Bread Cafe,216,Athens,Athens,Sandwich,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,558,United States,82.0,820.0
Clocked,216,Athens,Athens,American,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,613,United States,82.0,820.0
Clocked,216,Athens,Athens,Burger,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,613,United States,82.0,820.0
Clocked,216,Athens,Athens,Sandwich,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,613,United States,82.0,820.0
DePalma's Italian Cafe - Downtown,216,Athens,Athens,American,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,353,United States,82.0,2050.0
DePalma's Italian Cafe - Downtown,216,Athens,Athens,Italian,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,353,United States,82.0,2050.0
DePalma's Italian Cafe - Downtown,216,Athens,Athens,Pizza,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,353,United States,82.0,2050.0
DePalma's Italian Cafe - East Side,216,Athens,Athens,American,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,387,United States,82.0,2050.0
DePalma's Italian Cafe - East Side,216,Athens,Athens,Italian,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,387,United States,82.0,2050.0
DePalma's Italian Cafe - East Side,216,Athens,Athens,Pizza,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,387,United States,82.0,2050.0
Five & Ten,216,Athens,Athens,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,755,United States,82.0,3280.0
Grit,216,Athens,Athens,International,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,800,United States,82.0,820.0
Grit,216,Athens,Athens,Southern,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,800,United States,82.0,820.0
Grit,216,Athens,Athens,Vegetarian,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,800,United States,82.0,820.0
Ike & Jane,216,Athens,Athens,Sandwich,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,350,United States,82.0,820.0
La Dolce Vita Ristorante,216,Athens,Athens,Italian,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,464,United States,82.0,3280.0
Shokitini,216,Athens,Athens,Asian,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,550,United States,82.0,2050.0
Shokitini,216,Athens,Athens,Japanese,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,550,United States,82.0,2050.0
Shokitini,216,Athens,Athens,Sushi,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,550,United States,82.0,2050.0
Taqueria Del Sol,216,Athens,Athens,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,543,United States,82.0,820.0
Taqueria Del Sol,216,Athens,Athens,Spanish,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,543,United States,82.0,820.0
The National,216,Athens,Athens,International,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,465,United States,82.0,3280.0
The National,216,Athens,Athens,Southern,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,465,United States,82.0,3280.0
The Royal Peasant,216,Athens,Athens,Bar Food,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,546,United States,82.0,820.0
Transmetropolitan,216,Athens,Athens,Italian,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,1098,United States,82.0,820.0
Transmetropolitan,216,Athens,Athens,Pizza,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,1098,United States,82.0,820.0
Transmetropolitan,216,Athens,Athens,Sandwich,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,1098,United States,82.0,820.0
Trappeze Pub,216,Athens,Athens,Burger,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,579,United States,82.0,2050.0
Trappeze Pub,216,Athens,Athens,Bar Food,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,579,United States,82.0,2050.0
Viva! Argentine Cuisine,216,Athens,Athens,Desserts,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,374,United States,82.0,820.0
Viva! Argentine Cuisine,216,Athens,Athens,Latin American,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,374,United States,82.0,820.0
Viva! Argentine Cuisine,216,Athens,Athens,Argentine,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,374,United States,82.0,820.0
Miyabi Kyoto Japanese Steak House,216,Augusta,Augusta,Chinese,40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,717,United States,82.0,3280.0
Miyabi Kyoto Japanese Steak House,216,Augusta,Augusta,Steak,40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,717,United States,82.0,3280.0
Rae's Coastal Cafe,216,Augusta,Augusta,American,40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,548,United States,82.0,3280.0
Rae's Coastal Cafe,216,Augusta,Augusta,Caribbean,40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,548,United States,82.0,3280.0
Rae's Coastal Cafe,216,Augusta,Augusta,Seafood,40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,548,United States,82.0,3280.0
The Bee's Knees,216,Augusta,Augusta,International,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,631,United States,82.0,2050.0
The Bee's Knees,216,Augusta,Augusta,Tapas,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,631,United States,82.0,2050.0
The Bee's Knees,216,Augusta,Augusta,Vegetarian,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,631,United States,82.0,2050.0
Boll Weevil Cafe,216,Augusta,Augusta,Desserts,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,372,United States,82.0,820.0
Boll Weevil Cafe,216,Augusta,Augusta,Sandwich,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,372,United States,82.0,820.0
Boll Weevil Cafe,216,Augusta,Augusta,Southern,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,372,United States,82.0,820.0
Farmhaus Burger,216,Augusta,Augusta,American,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,201,United States,82.0,2050.0
Farmhaus Burger,216,Augusta,Augusta,Burger,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,201,United States,82.0,2050.0
Manuel's Bread Cafe,216,Augusta,Augusta,Breakfast,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,332,United States,82.0,3280.0
Manuel's Bread Cafe,216,Augusta,Augusta,French,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,332,United States,82.0,3280.0
Sconyers Bar B Que,216,Augusta,Augusta,BBQ,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,304,United States,82.0,2050.0
Frog Hollow Tavern,216,Augusta,Augusta,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,368,United States,82.0,3280.0
Giuseppe's Pizza & Italian Specialities,216,Augusta,Augusta,Desserts,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,430,United States,82.0,2050.0
Giuseppe's Pizza & Italian Specialities,216,Augusta,Augusta,Italian,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,430,United States,82.0,2050.0
Giuseppe's Pizza & Italian Specialities,216,Augusta,Augusta,Pizza,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,430,United States,82.0,2050.0
Mellow Mushroom,216,Augusta,Augusta,Italian,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,433,United States,82.0,2050.0
Mellow Mushroom,216,Augusta,Augusta,Pizza,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,433,United States,82.0,2050.0
Mellow Mushroom,216,Augusta,Augusta,Sandwich,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,433,United States,82.0,2050.0
Nacho Mamas Burritos,216,Augusta,Augusta,Mexican,10,Dollar($),No,No,No,No,1,4.0,Green,Very Good,380,United States,82.0,820.0
Rhinehart's Oyster Bar,216,Augusta,Augusta,Bar Food,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,456,United States,82.0,2050.0
Rhinehart's Oyster Bar,216,Augusta,Augusta,Sandwich,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,456,United States,82.0,2050.0
Rhinehart's Oyster Bar,216,Augusta,Augusta,Seafood,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,456,United States,82.0,2050.0
Takosushi,216,Augusta,Augusta,Mexican,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,647,United States,82.0,3280.0
Takosushi,216,Augusta,Augusta,Southwestern,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,647,United States,82.0,3280.0
Takosushi,216,Augusta,Augusta,Sushi,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,647,United States,82.0,3280.0
The Chop House,216,Augusta,Augusta,Steak,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,360,United States,82.0,3280.0
The Taj of India,216,Augusta,Augusta,Indian,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,227,United States,82.0,2050.0
Augsburg Haus,216,Augusta,Evans,German,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,290,United States,82.0,2050.0
Pho Bac,216,Augusta,Evans,Vietnamese,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,270,United States,82.0,820.0
Rhinehart's Oyster Bar,216,Augusta,Evans,Burger,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,326,United States,82.0,2050.0
Rhinehart's Oyster Bar,216,Augusta,Evans,Seafood,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,326,United States,82.0,2050.0
Thai Kitchen,216,Augusta,Evans,Thai,35,Dollar($),No,No,No,No,3,4.3,Green,Very Good,317,United States,82.0,2870.0
El Kiosco Mexican Restaurant,216,Augusta,Grovetown,Mexican,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,300,United States,82.0,820.0
Taste of Balingup,14,Balingup,Balingup,Modern Australian,20,Dollar($),No,No,No,No,2,3.2,Orange,Average,21,Australia,82.0,1640.0
Bridge Road Brewers,14,Beechworth,Beechworth,Pizza,20,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,237,Australia,82.0,1640.0
Bridge Road Brewers,14,Beechworth,Beechworth,Bar Food,20,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,237,Australia,82.0,1640.0
Bardenay,216,Boise,Boise,American,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879,United States,82.0,2050.0
Bardenay,216,Boise,Boise,Bar Food,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879,United States,82.0,2050.0
Flatbread Neapolitan Pizzeria,216,Boise,Boise,Italian,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,615,United States,82.0,2050.0
Flatbread Neapolitan Pizzeria,216,Boise,Boise,Pizza,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,615,United States,82.0,2050.0
Goldy's Breakfast Bistro,216,Boise,Boise,Breakfast,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879,United States,82.0,2050.0
Goldy's Breakfast Bistro,216,Boise,Boise,Sandwich,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879,United States,82.0,2050.0
Chandlers Steakhouse,216,Boise,Boise,American,70,Dollar($),No,No,No,No,4,3.9,Yellow,Good,379,United States,82.0,5740.0
Chandlers Steakhouse,216,Boise,Boise,Seafood,70,Dollar($),No,No,No,No,4,3.9,Yellow,Good,379,United States,82.0,5740.0
Chandlers Steakhouse,216,Boise,Boise,Steak,70,Dollar($),No,No,No,No,4,3.9,Yellow,Good,379,United States,82.0,5740.0
Bar Gernika Basque Pub & Eatery,216,Boise,Boise,European,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,303,United States,82.0,820.0
Bar Gernika Basque Pub & Eatery,216,Boise,Boise,Spanish,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,303,United States,82.0,820.0
Barbacoa Restaurant,216,Boise,Boise,Latin American,70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,538,United States,82.0,5740.0
Barbacoa Restaurant,216,Boise,Boise,Steak,70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,538,United States,82.0,5740.0
Big Jud's,216,Boise,Boise,American,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,334,United States,82.0,820.0
Big Jud's,216,Boise,Boise,Burger,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,334,United States,82.0,820.0
Big Jud's,216,Boise,Boise,Sandwich,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,334,United States,82.0,820.0
Bittercreek Ale House,216,Boise,Boise,American,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,555,United States,82.0,2050.0
Bittercreek Ale House,216,Boise,Boise,Bar Food,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,555,United States,82.0,2050.0
Boise Fry Company,216,Boise,Boise,American,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,823,United States,82.0,820.0
Boise Fry Company,216,Boise,Boise,Burger,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,823,United States,82.0,820.0
Flying Pie Pizzaria,216,Boise,Boise,Pizza,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,550,United States,82.0,2050.0
Fork,216,Boise,Boise,American,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,650,United States,82.0,2050.0
Fork,216,Boise,Boise,Burger,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,650,United States,82.0,2050.0
Guido's Original New York Style Pizza,216,Boise,Boise,Pizza,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,410,United States,82.0,820.0
Los Beto's,216,Boise,Boise,Mexican,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,660,United States,82.0,820.0
Lucianos Italian Restaurant,216,Boise,Boise,Italian,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,360,United States,82.0,2050.0
Lucianos Italian Restaurant,216,Boise,Boise,Seafood,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,360,United States,82.0,2050.0
Lucianos Italian Restaurant,216,Boise,Boise,Vegetarian,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,360,United States,82.0,2050.0
Mai Thai Restaurant,216,Boise,Boise,Sushi,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,340,United States,82.0,3280.0
Mai Thai Restaurant,216,Boise,Boise,Thai,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,340,United States,82.0,3280.0
Shige Japanese Cuisine,216,Boise,Boise,Japanese,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,393,United States,82.0,2050.0
Shige Japanese Cuisine,216,Boise,Boise,Sushi,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,393,United States,82.0,2050.0
Shige Japanese Cuisine,216,Boise,Boise,Teriyaki,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,393,United States,82.0,2050.0
The Egg Factory,216,Boise,Boise,Breakfast,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,422,United States,82.0,820.0
Tucanos,216,Boise,Boise,Brazilian,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,435,United States,82.0,3280.0
Texas Roadhouse,216,Boise,Meridian,American,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,369,United States,82.0,2050.0
Texas Roadhouse,216,Boise,Meridian,BBQ,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,369,United States,82.0,2050.0
Texas Roadhouse,216,Boise,Meridian,Steak,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,369,United States,82.0,2050.0
Brick 29,216,Boise,Nampa,American,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,487,United States,82.0,3280.0
Winifreds,216,Cedar Rapids/Iowa City,Cedar Rapids,American,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,98,United States,82.0,3280.0
Winifreds,216,Cedar Rapids/Iowa City,Cedar Rapids,Mediterranean,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,98,United States,82.0,3280.0
Winifreds,216,Cedar Rapids/Iowa City,Cedar Rapids,Seafood,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,98,United States,82.0,3280.0
Biaggi's Ristorante Italiano,216,Cedar Rapids/Iowa City,Cedar Rapids,Italian,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,365,United States,82.0,3280.0
Biaggi's Ristorante Italiano,216,Cedar Rapids/Iowa City,Cedar Rapids,Pizza,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,365,United States,82.0,3280.0
El Super Burrito,216,Cedar Rapids/Iowa City,Cedar Rapids,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,190,United States,82.0,820.0
Granite City Food & Brewery,216,Cedar Rapids/Iowa City,Cedar Rapids,American,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,429,United States,82.0,3280.0
Granite City Food & Brewery,216,Cedar Rapids/Iowa City,Cedar Rapids,Breakfast,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,429,United States,82.0,3280.0
Granite City Food & Brewery,216,Cedar Rapids/Iowa City,Cedar Rapids,Burger,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,429,United States,82.0,3280.0
Irish Democrat,216,Cedar Rapids/Iowa City,Cedar Rapids,American,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,430,United States,82.0,2050.0
Irish Democrat,216,Cedar Rapids/Iowa City,Cedar Rapids,BBQ,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,430,United States,82.0,2050.0
